Protein_1	Protein_2
Rv0161	Rv0232
Rv0161	fabG4
Rv0161	Rv0247c
Rv0161	Rv0248c
Rv0161	nirD
Rv0161	aac
Rv0161	Rv0263c
Rv0161	fadD2
Rv0161	fadE6
Rv0161	Rv0273c
Rv0161	Rv0276
Rv0161	Rv0281
Rv0161	eccA3
Rv0161	eccC3
Rv0161	esxG
Rv0161	eccD3
Rv0161	Rv0293c
Rv0161	tam
Rv0161	Rv0308
Rv0161	Rv0310c
Rv0161	Rv0314c
Rv0161	cyp135A1
Rv0161	Rv0333
Rv0161	Rv0340
Rv0161	Rv0369c
Rv0161	Rv0371c
Rv0161	Rv0373c
Rv0161	Rv0377
Rv0161	Rv0380c
Rv0161	Rv0385
Rv0161	Rv0398c
Rv0161	pta
Rv0161	ackA
Rv0161	mutT3
Rv0161	Rv0420c
Rv0161	Rv0421c
Rv0161	thiC
Rv0161	Rv0434
Rv0161	Rv0435c
Rv0161	rskA
Rv0161	sigK
Rv0161	Rv0448c
Rv0161	echA2
Rv0161	Rv0458
Rv0161	Rv0459
Rv0161	Rv0460
Rv0161	Rv0461
Rv0161	Rv0463
Rv0161	Rv0472c
Rv0161	hbhA
Rv0161	Rv0477
Rv0161	Rv0479c
Rv0161	Rv0480c
Rv0161	Rv0484c
Rv0161	senX3
Rv0161	Rv0497
Rv0161	hemC
Rv0161	Rv0516c
Rv0161	Rv0525
Rv0161	Rv0535
Rv0161	Rv0541c
Rv0161	fadD8
Rv0161	mgtA
Rv0161	grcC1
Rv0161	htpX
Rv0161	Rv0566c
Rv0161	cyp135B1
Rv0161	Rv0575c
Rv0161	Rv0576
Rv0161	Rv0580c
Rv0161	lpqN
Rv0161	mce2C
Rv0161	mce2D
Rv0161	Rv0600c
Rv0161	galK
Rv0161	echA3
Rv0161	nusG
Rv0161	Rv0658c
Rv0161	rpoB
Rv0161	Rv0669c
Rv0161	lpqP
Rv0161	echA4
Rv0161	Rv0686
Rv0161	Rv0695
Rv0161	Rv0697
Rv0161	atsA
Rv0161	Rv0712
Rv0161	Rv0713
Rv0161	Rv0725c
Rv0161	Rv0726c
Rv0161	fucA
Rv0161	Rv0731c
Rv0161	Rv0738
Rv0161	mmsB
Rv0161	Rv0756c
Rv0161	Rv0791c
Rv0161	Rv0825c
Rv0161	kmtR
Rv0161	Rv0830
Rv0161	moaE2
Rv0161	Rv0877
Rv0161	Rv0893c
Rv0161	Rv0909
Rv0161	Rv0958
Rv0161	Rv0965c
Rv0161	accA2
Rv0161	grcC2
yrbE1A	mce1B
yrbE1A	Rv0177
yrbE1A	ilvD
yrbE1A	Rv0190
yrbE1A	Rv0192
yrbE1A	Rv0203
yrbE1A	echA1
yrbE1A	Rv0227c
yrbE1A	fadE5
yrbE1A	Rv0245
yrbE1A	Rv0258c
yrbE1A	Rv0264c
yrbE1A	Rv0309
yrbE1A	Rv0313
yrbE1A	rmlA
yrbE1A	mmpL1
yrbE1A	glnH
yrbE1A	Rv0412c
yrbE1A	Rv0426c
yrbE1A	Rv0431
yrbE1A	mmpL4
yrbE1A	Rv0455c
yrbE1A	Rv0464c
yrbE1A	Rv0474
yrbE1A	Rv0476
yrbE1A	Rv0498
yrbE1A	mmpL2
yrbE1A	hemA
yrbE1A	Rv0513
yrbE1A	Rv0514
yrbE1A	Rv0530
yrbE1A	galE2
yrbE1A	Rv0556
yrbE1A	yrbE2A
yrbE1A	mmpL5
yrbE1A	rpsQ
yrbE1A	rslA
yrbE1A	Rv0759c
yrbE1A	Rv0767c
yrbE1A	Rv0810c
yrbE1A	Rv0814c
yrbE1A	phoT
yrbE1A	phoY2
yrbE1A	mog
yrbE1A	Rv0870c
yrbE1A	Rv0898c
yrbE1A	echA6
yrbE1A	pstB
yrbE1A	csoR
yrbE1A	ctpV
yrbE1A	moaB2
yrbE1B	mce1F
yrbE1B	Rv0238
yrbE1B	Rv0250c
yrbE1B	esxH
yrbE1B	dcd
yrbE1B	Rv0328
yrbE1B	hspR
yrbE1B	Rv0370c
yrbE1B	Rv0383c
yrbE1B	ndhA
yrbE1B	mmpS1
yrbE1B	mmpS4
yrbE1B	Rv0481c
yrbE1B	Rv0487
yrbE1B	Rv0496
yrbE1B	mmpS2
yrbE1B	Rv0518
yrbE1B	Rv0526
yrbE1B	Rv0543c
yrbE1B	Rv0559c
yrbE1B	Rv0588
yrbE1B	mce2F
yrbE1B	mkl
yrbE1B	mmpS5
yrbE1B	Rv0680c
yrbE1B	Rv0681
yrbE1B	Rv0691c
yrbE1B	rplC
yrbE1B	rpmC
yrbE1B	rplN
mce1B	Rv0177
mce1B	ilvD
mce1B	Rv0190
mce1B	Rv0192
mce1B	Rv0203
mce1B	echA1
mce1B	Rv0227c
mce1B	fadE5
mce1B	Rv0245
mce1B	Rv0258c
mce1B	Rv0264c
mce1B	Rv0309
mce1B	Rv0313
mce1B	rmlA
mce1B	mmpL1
mce1B	glnH
mce1B	Rv0412c
mce1B	Rv0426c
mce1B	Rv0431
mce1B	mmpL4
mce1B	Rv0455c
mce1B	Rv0464c
mce1B	Rv0474
mce1B	Rv0476
mce1B	Rv0498
mce1B	mmpL2
mce1B	hemA
mce1B	Rv0513
mce1B	Rv0514
mce1B	Rv0530
mce1B	galE2
mce1B	Rv0556
mce1B	yrbE2A
mce1B	mmpL5
mce1B	rpsQ
mce1B	rslA
mce1B	Rv0759c
mce1B	Rv0767c
mce1B	Rv0810c
mce1B	Rv0814c
mce1B	phoT
mce1B	phoY2
mce1B	mog
mce1B	Rv0870c
mce1B	Rv0898c
mce1B	echA6
mce1B	pstB
mce1B	csoR
mce1B	ctpV
mce1B	moaB2
mce1C	mce1D
mce1C	Rv0176
mce1C	Rv0183
mce1C	Rv0184
mce1C	Rv0185
mce1C	zmp1
mce1C	Rv0199
mce1C	Rv0200
mce1C	Rv0201c
mce1C	mmpL11
mce1C	Rv0204c
mce1C	mmpL3
mce1C	Rv0207c
mce1C	Rv0216
mce1C	Rv0219
mce1C	Rv0221
mce1C	Rv0223c
mce1C	Rv0224c
mce1C	Rv0225
mce1C	php
mce1C	Rv0232
mce1C	fabG4
mce1C	Rv0247c
mce1C	Rv0248c
mce1C	nirD
mce1C	aac
mce1C	Rv0263c
mce1C	fadD2
mce1C	fadE6
mce1C	Rv0273c
mce1C	Rv0276
mce1C	Rv0281
mce1C	eccA3
mce1C	eccC3
mce1C	esxG
mce1C	eccD3
mce1C	Rv0293c
mce1C	tam
mce1C	Rv0308
mce1C	Rv0310c
mce1C	Rv0314c
mce1C	cyp135A1
mce1C	Rv0333
mce1C	Rv0340
mce1C	Rv0369c
mce1C	Rv0371c
mce1C	Rv0373c
mce1C	Rv0377
mce1C	Rv0380c
mce1C	Rv0385
mce1C	Rv0398c
mce1C	pta
mce1C	ackA
mce1C	mutT3
mce1C	Rv0420c
mce1C	Rv0421c
mce1C	thiC
mce1C	Rv0434
mce1C	Rv0435c
mce1C	rskA
mce1C	sigK
mce1C	Rv0448c
mce1C	echA2
mce1C	Rv0458
mce1C	Rv0459
mce1C	Rv0460
mce1C	Rv0461
mce1C	Rv0463
mce1C	Rv0472c
mce1C	hbhA
mce1C	Rv0477
mce1C	Rv0479c
mce1C	Rv0480c
mce1C	Rv0484c
mce1C	senX3
mce1C	Rv0497
mce1C	hemC
mce1C	Rv0516c
mce1C	Rv0525
mce1C	Rv0535
mce1C	Rv0541c
mce1C	fadD8
mce1C	mgtA
mce1C	grcC1
mce1C	htpX
mce1C	Rv0566c
mce1C	cyp135B1
mce1C	Rv0575c
mce1C	Rv0576
mce1C	Rv0580c
mce1C	lpqN
mce1C	mce2C
mce1C	mce2D
mce1C	Rv0600c
mce1C	galK
mce1C	echA3
mce1C	nusG
mce1C	Rv0658c
mce1C	rpoB
mce1C	Rv0669c
mce1C	lpqP
mce1C	echA4
mce1C	Rv0686
mce1C	Rv0695
mce1C	Rv0697
mce1C	atsA
mce1C	Rv0712
mce1C	Rv0713
mce1C	Rv0725c
mce1C	Rv0726c
mce1C	fucA
mce1C	Rv0731c
mce1C	Rv0738
mce1C	mmsB
mce1C	Rv0756c
mce1C	Rv0791c
mce1C	Rv0825c
mce1C	kmtR
mce1C	Rv0830
mce1C	moaE2
mce1C	Rv0877
mce1C	Rv0893c
mce1C	Rv0909
mce1C	Rv0958
mce1C	Rv0965c
mce1C	accA2
mce1C	grcC2
mce1D	Rv0176
mce1D	Rv0183
mce1D	Rv0184
mce1D	Rv0185
mce1D	zmp1
mce1D	Rv0199
mce1D	Rv0200
mce1D	Rv0201c
mce1D	mmpL11
mce1D	Rv0204c
mce1D	mmpL3
mce1D	Rv0207c
mce1D	Rv0216
mce1D	Rv0219
mce1D	Rv0221
mce1D	Rv0223c
mce1D	Rv0224c
mce1D	Rv0225
mce1D	php
mce1D	Rv0232
mce1D	fabG4
mce1D	Rv0247c
mce1D	Rv0248c
mce1D	nirD
mce1D	aac
mce1D	Rv0263c
mce1D	fadD2
mce1D	fadE6
mce1D	Rv0273c
mce1D	Rv0276
mce1D	Rv0281
mce1D	eccA3
mce1D	eccC3
mce1D	esxG
mce1D	eccD3
mce1D	Rv0293c
mce1D	tam
mce1D	Rv0308
mce1D	Rv0310c
mce1D	Rv0314c
mce1D	cyp135A1
mce1D	Rv0333
mce1D	Rv0340
mce1D	Rv0369c
mce1D	Rv0371c
mce1D	Rv0373c
mce1D	Rv0377
mce1D	Rv0380c
mce1D	Rv0385
mce1D	Rv0398c
mce1D	pta
mce1D	ackA
mce1D	mutT3
mce1D	Rv0420c
mce1D	Rv0421c
mce1D	thiC
mce1D	Rv0434
mce1D	Rv0435c
mce1D	rskA
mce1D	sigK
mce1D	Rv0448c
mce1D	echA2
mce1D	Rv0458
mce1D	Rv0459
mce1D	Rv0460
mce1D	Rv0461
mce1D	Rv0463
mce1D	Rv0472c
mce1D	hbhA
mce1D	Rv0477
mce1D	Rv0479c
mce1D	Rv0480c
mce1D	Rv0484c
mce1D	senX3
mce1D	Rv0497
mce1D	hemC
mce1D	Rv0516c
mce1D	Rv0525
mce1D	Rv0535
mce1D	Rv0541c
mce1D	fadD8
mce1D	mgtA
mce1D	grcC1
mce1D	htpX
mce1D	Rv0566c
mce1D	cyp135B1
mce1D	Rv0575c
mce1D	Rv0576
mce1D	Rv0580c
mce1D	lpqN
mce1D	mce2C
mce1D	mce2D
mce1D	Rv0600c
mce1D	galK
mce1D	echA3
mce1D	nusG
mce1D	Rv0658c
mce1D	rpoB
mce1D	Rv0669c
mce1D	lpqP
mce1D	echA4
mce1D	Rv0686
mce1D	Rv0695
mce1D	Rv0697
mce1D	atsA
mce1D	Rv0712
mce1D	Rv0713
mce1D	Rv0725c
mce1D	Rv0726c
mce1D	fucA
mce1D	Rv0731c
mce1D	Rv0738
mce1D	mmsB
mce1D	Rv0756c
mce1D	Rv0791c
mce1D	Rv0825c
mce1D	kmtR
mce1D	Rv0830
mce1D	moaE2
mce1D	Rv0877
mce1D	Rv0893c
mce1D	Rv0909
mce1D	Rv0958
mce1D	Rv0965c
mce1D	accA2
mce1D	grcC2
lprK	Rv0188
lprK	lipW
lprK	lipC
lprK	narU
lprK	Rv0311
lprK	Rv0330c
lprK	Rv0356c
lprK	Rv0366c
lprK	Rv0424c
lprK	lpdC
lprK	Rv0466
lprK	Rv0495c
lprK	Rv0517
lprK	Rv0546c
lprK	menD
lprK	Rv0565c
lprK	lprL
lprK	Rv0633c
lprK	Rv0762c
lprK	Rv0763c
lprK	Rv0765c
lprK	Rv0769
lprK	Rv0771
lprK	Rv0776c
lprK	purB
lprK	cyp126
lprK	Rv0779c
lprK	purC
lprK	emrB
lprK	Rv0785
lprK	Rv0786c
lprK	cfp29
lprK	Rv0801
lprK	purF
lprK	purM
lprK	Rv0813c
lprK	Rv0818
lprK	lpqS
lprK	Rv0849
lprK	moaD2
lprK	moaA2
lprK	Rv0879c
lprK	Rv0880
lprK	Rv0885
lprK	Rv0887c
lprK	citA
lprK	Rv0895
lprK	gltA2
lprK	accD3
lprK	Rv0910
lprK	pstC2
lprK	pstA1
lprK	mku
lprK	Rv0940c
lprK	Rv0954
lprK	rimJ
mce1F	Rv0238
mce1F	Rv0250c
mce1F	esxH
mce1F	dcd
mce1F	Rv0328
mce1F	hspR
mce1F	Rv0370c
mce1F	Rv0383c
mce1F	ndhA
mce1F	mmpS1
mce1F	mmpS4
mce1F	Rv0481c
mce1F	Rv0487
mce1F	Rv0496
mce1F	mmpS2
mce1F	Rv0518
mce1F	Rv0526
mce1F	Rv0543c
mce1F	Rv0559c
mce1F	Rv0588
mce1F	mce2F
mce1F	mkl
mce1F	mmpS5
mce1F	Rv0680c
mce1F	Rv0681
mce1F	Rv0691c
mce1F	rplC
mce1F	rpmC
mce1F	rplN
Rv0176	Rv0183
Rv0176	Rv0184
Rv0176	Rv0185
Rv0176	zmp1
Rv0176	Rv0199
Rv0176	Rv0200
Rv0176	Rv0201c
Rv0176	mmpL11
Rv0176	Rv0204c
Rv0176	mmpL3
Rv0176	Rv0207c
Rv0176	Rv0216
Rv0176	Rv0219
Rv0176	Rv0221
Rv0176	Rv0223c
Rv0176	Rv0224c
Rv0176	Rv0225
Rv0176	php
Rv0176	Rv0232
Rv0176	fabG4
Rv0176	Rv0247c
Rv0176	Rv0248c
Rv0176	nirD
Rv0176	aac
Rv0176	Rv0263c
Rv0176	fadD2
Rv0176	fadE6
Rv0176	Rv0273c
Rv0176	Rv0276
Rv0176	Rv0281
Rv0176	eccA3
Rv0176	eccC3
Rv0176	esxG
Rv0176	eccD3
Rv0176	Rv0293c
Rv0176	tam
Rv0176	Rv0308
Rv0176	Rv0310c
Rv0176	Rv0314c
Rv0176	cyp135A1
Rv0176	Rv0333
Rv0176	Rv0340
Rv0176	Rv0369c
Rv0176	Rv0371c
Rv0176	Rv0373c
Rv0176	Rv0377
Rv0176	Rv0380c
Rv0176	Rv0385
Rv0176	Rv0398c
Rv0176	pta
Rv0176	ackA
Rv0176	mutT3
Rv0176	Rv0420c
Rv0176	Rv0421c
Rv0176	thiC
Rv0176	Rv0434
Rv0176	Rv0435c
Rv0176	rskA
Rv0176	sigK
Rv0176	Rv0448c
Rv0176	echA2
Rv0176	Rv0458
Rv0176	Rv0459
Rv0176	Rv0460
Rv0176	Rv0461
Rv0176	Rv0463
Rv0176	Rv0472c
Rv0176	hbhA
Rv0176	Rv0477
Rv0176	Rv0479c
Rv0176	Rv0480c
Rv0176	Rv0484c
Rv0176	senX3
Rv0176	Rv0497
Rv0176	hemC
Rv0176	Rv0516c
Rv0176	Rv0525
Rv0176	Rv0535
Rv0176	Rv0541c
Rv0176	fadD8
Rv0176	mgtA
Rv0176	grcC1
Rv0176	htpX
Rv0176	Rv0566c
Rv0176	cyp135B1
Rv0176	Rv0575c
Rv0176	Rv0576
Rv0176	Rv0580c
Rv0176	lpqN
Rv0176	mce2C
Rv0176	mce2D
Rv0176	Rv0600c
Rv0176	galK
Rv0176	echA3
Rv0176	nusG
Rv0176	Rv0658c
Rv0176	rpoB
Rv0176	Rv0669c
Rv0176	lpqP
Rv0176	echA4
Rv0176	Rv0686
Rv0176	Rv0695
Rv0176	Rv0697
Rv0176	atsA
Rv0176	Rv0712
Rv0176	Rv0713
Rv0176	Rv0725c
Rv0176	Rv0726c
Rv0176	fucA
Rv0176	Rv0731c
Rv0176	Rv0738
Rv0176	mmsB
Rv0176	Rv0756c
Rv0176	Rv0791c
Rv0176	Rv0825c
Rv0176	kmtR
Rv0176	Rv0830
Rv0176	moaE2
Rv0176	Rv0877
Rv0176	Rv0893c
Rv0176	Rv0909
Rv0176	Rv0958
Rv0176	Rv0965c
Rv0176	accA2
Rv0176	grcC2
Rv0177	ilvD
Rv0177	Rv0190
Rv0177	Rv0192
Rv0177	Rv0203
Rv0177	echA1
Rv0177	Rv0227c
Rv0177	fadE5
Rv0177	Rv0245
Rv0177	Rv0258c
Rv0177	Rv0264c
Rv0177	Rv0309
Rv0177	Rv0313
Rv0177	rmlA
Rv0177	mmpL1
Rv0177	glnH
Rv0177	Rv0412c
Rv0177	Rv0426c
Rv0177	Rv0431
Rv0177	mmpL4
Rv0177	Rv0455c
Rv0177	Rv0464c
Rv0177	Rv0474
Rv0177	Rv0476
Rv0177	Rv0498
Rv0177	mmpL2
Rv0177	hemA
Rv0177	Rv0513
Rv0177	Rv0514
Rv0177	Rv0530
Rv0177	galE2
Rv0177	Rv0556
Rv0177	yrbE2A
Rv0177	mmpL5
Rv0177	rpsQ
Rv0177	rslA
Rv0177	Rv0759c
Rv0177	Rv0767c
Rv0177	Rv0810c
Rv0177	Rv0814c
Rv0177	phoT
Rv0177	phoY2
Rv0177	mog
Rv0177	Rv0870c
Rv0177	Rv0898c
Rv0177	echA6
Rv0177	pstB
Rv0177	csoR
Rv0177	ctpV
Rv0177	moaB2
Rv0181c	sigG
Rv0181c	nrdB
Rv0181c	Rv0235c
Rv0181c	Rv0332
Rv0181c	dnaK
Rv0181c	grpE
Rv0181c	Rv0367c
Rv0181c	Rv0372c
Rv0181c	Rv0374c
Rv0181c	purT
Rv0181c	Rv0433
Rv0181c	deoC
Rv0181c	murB
Rv0181c	galE1
Rv0181c	Rv0502
Rv0181c	hemL
Rv0181c	ccsA
Rv0181c	Rv0569
Rv0181c	mce2R
Rv0181c	vapB30
Rv0181c	Rv0689c
Rv0181c	Rv0792c
Rv0181c	Rv0852
Rv0181c	prrB
Rv0181c	pepD
sigG	nrdB
sigG	Rv0235c
sigG	Rv0332
sigG	dnaK
sigG	grpE
sigG	Rv0367c
sigG	Rv0372c
sigG	Rv0374c
sigG	purT
sigG	Rv0433
sigG	deoC
sigG	murB
sigG	galE1
sigG	Rv0502
sigG	hemL
sigG	ccsA
sigG	Rv0569
sigG	mce2R
sigG	vapB30
sigG	Rv0689c
sigG	Rv0792c
sigG	Rv0852
sigG	prrB
sigG	pepD
Rv0183	Rv0184
Rv0183	Rv0185
Rv0183	zmp1
Rv0183	Rv0199
Rv0183	Rv0200
Rv0183	Rv0201c
Rv0183	mmpL11
Rv0183	Rv0204c
Rv0183	mmpL3
Rv0183	Rv0207c
Rv0183	Rv0216
Rv0183	Rv0219
Rv0183	Rv0221
Rv0183	Rv0223c
Rv0183	Rv0224c
Rv0183	Rv0225
Rv0183	php
Rv0183	Rv0232
Rv0183	fabG4
Rv0183	Rv0247c
Rv0183	Rv0248c
Rv0183	nirD
Rv0183	aac
Rv0183	Rv0263c
Rv0183	fadD2
Rv0183	fadE6
Rv0183	Rv0273c
Rv0183	Rv0276
Rv0183	Rv0281
Rv0183	eccA3
Rv0183	eccC3
Rv0183	esxG
Rv0183	eccD3
Rv0183	Rv0293c
Rv0183	tam
Rv0183	Rv0308
Rv0183	Rv0310c
Rv0183	Rv0314c
Rv0183	cyp135A1
Rv0183	Rv0333
Rv0183	Rv0340
Rv0183	Rv0369c
Rv0183	Rv0371c
Rv0183	Rv0373c
Rv0183	Rv0377
Rv0183	Rv0380c
Rv0183	Rv0385
Rv0183	Rv0398c
Rv0183	pta
Rv0183	ackA
Rv0183	mutT3
Rv0183	Rv0420c
Rv0183	Rv0421c
Rv0183	thiC
Rv0183	Rv0434
Rv0183	Rv0435c
Rv0183	rskA
Rv0183	sigK
Rv0183	Rv0448c
Rv0183	echA2
Rv0183	Rv0458
Rv0183	Rv0459
Rv0183	Rv0460
Rv0183	Rv0461
Rv0183	Rv0463
Rv0183	Rv0472c
Rv0183	hbhA
Rv0183	Rv0477
Rv0183	Rv0479c
Rv0183	Rv0480c
Rv0183	Rv0484c
Rv0183	senX3
Rv0183	Rv0497
Rv0183	hemC
Rv0183	Rv0516c
Rv0183	Rv0525
Rv0183	Rv0535
Rv0183	Rv0541c
Rv0183	fadD8
Rv0183	mgtA
Rv0183	grcC1
Rv0183	htpX
Rv0183	Rv0566c
Rv0183	cyp135B1
Rv0183	Rv0575c
Rv0183	Rv0576
Rv0183	Rv0580c
Rv0183	lpqN
Rv0183	mce2C
Rv0183	mce2D
Rv0183	Rv0600c
Rv0183	galK
Rv0183	echA3
Rv0183	nusG
Rv0183	Rv0658c
Rv0183	rpoB
Rv0183	Rv0669c
Rv0183	lpqP
Rv0183	echA4
Rv0183	Rv0686
Rv0183	Rv0695
Rv0183	Rv0697
Rv0183	atsA
Rv0183	Rv0712
Rv0183	Rv0713
Rv0183	Rv0725c
Rv0183	Rv0726c
Rv0183	fucA
Rv0183	Rv0731c
Rv0183	Rv0738
Rv0183	mmsB
Rv0183	Rv0756c
Rv0183	Rv0791c
Rv0183	Rv0825c
Rv0183	kmtR
Rv0183	Rv0830
Rv0183	moaE2
Rv0183	Rv0877
Rv0183	Rv0893c
Rv0183	Rv0909
Rv0183	Rv0958
Rv0183	Rv0965c
Rv0183	accA2
Rv0183	grcC2
Rv0184	Rv0185
Rv0184	zmp1
Rv0184	Rv0199
Rv0184	Rv0200
Rv0184	Rv0201c
Rv0184	mmpL11
Rv0184	Rv0204c
Rv0184	mmpL3
Rv0184	Rv0207c
Rv0184	Rv0216
Rv0184	Rv0219
Rv0184	Rv0221
Rv0184	Rv0223c
Rv0184	Rv0224c
Rv0184	Rv0225
Rv0184	php
Rv0184	Rv0232
Rv0184	fabG4
Rv0184	Rv0247c
Rv0184	Rv0248c
Rv0184	nirD
Rv0184	aac
Rv0184	Rv0263c
Rv0184	fadD2
Rv0184	fadE6
Rv0184	Rv0273c
Rv0184	Rv0276
Rv0184	Rv0281
Rv0184	eccA3
Rv0184	eccC3
Rv0184	esxG
Rv0184	eccD3
Rv0184	Rv0293c
Rv0184	tam
Rv0184	Rv0308
Rv0184	Rv0310c
Rv0184	Rv0314c
Rv0184	cyp135A1
Rv0184	Rv0333
Rv0184	Rv0340
Rv0184	Rv0369c
Rv0184	Rv0371c
Rv0184	Rv0373c
Rv0184	Rv0377
Rv0184	Rv0380c
Rv0184	Rv0385
Rv0184	Rv0398c
Rv0184	pta
Rv0184	ackA
Rv0184	mutT3
Rv0184	Rv0420c
Rv0184	Rv0421c
Rv0184	thiC
Rv0184	Rv0434
Rv0184	Rv0435c
Rv0184	rskA
Rv0184	sigK
Rv0184	Rv0448c
Rv0184	echA2
Rv0184	Rv0458
Rv0184	Rv0459
Rv0184	Rv0460
Rv0184	Rv0461
Rv0184	Rv0463
Rv0184	Rv0472c
Rv0184	hbhA
Rv0184	Rv0477
Rv0184	Rv0479c
Rv0184	Rv0480c
Rv0184	Rv0484c
Rv0184	senX3
Rv0184	Rv0497
Rv0184	hemC
Rv0184	Rv0516c
Rv0184	Rv0525
Rv0184	Rv0535
Rv0184	Rv0541c
Rv0184	fadD8
Rv0184	mgtA
Rv0184	grcC1
Rv0184	htpX
Rv0184	Rv0566c
Rv0184	cyp135B1
Rv0184	Rv0575c
Rv0184	Rv0576
Rv0184	Rv0580c
Rv0184	lpqN
Rv0184	mce2C
Rv0184	mce2D
Rv0184	Rv0600c
Rv0184	galK
Rv0184	echA3
Rv0184	nusG
Rv0184	Rv0658c
Rv0184	rpoB
Rv0184	Rv0669c
Rv0184	lpqP
Rv0184	echA4
Rv0184	Rv0686
Rv0184	Rv0695
Rv0184	Rv0697
Rv0184	atsA
Rv0184	Rv0712
Rv0184	Rv0713
Rv0184	Rv0725c
Rv0184	Rv0726c
Rv0184	fucA
Rv0184	Rv0731c
Rv0184	Rv0738
Rv0184	mmsB
Rv0184	Rv0756c
Rv0184	Rv0791c
Rv0184	Rv0825c
Rv0184	kmtR
Rv0184	Rv0830
Rv0184	moaE2
Rv0184	Rv0877
Rv0184	Rv0893c
Rv0184	Rv0909
Rv0184	Rv0958
Rv0184	Rv0965c
Rv0184	accA2
Rv0184	grcC2
Rv0185	zmp1
Rv0185	Rv0199
Rv0185	Rv0200
Rv0185	Rv0201c
Rv0185	mmpL11
Rv0185	Rv0204c
Rv0185	mmpL3
Rv0185	Rv0207c
Rv0185	Rv0216
Rv0185	Rv0219
Rv0185	Rv0221
Rv0185	Rv0223c
Rv0185	Rv0224c
Rv0185	Rv0225
Rv0185	php
Rv0185	Rv0232
Rv0185	fabG4
Rv0185	Rv0247c
Rv0185	Rv0248c
Rv0185	nirD
Rv0185	aac
Rv0185	Rv0263c
Rv0185	fadD2
Rv0185	fadE6
Rv0185	Rv0273c
Rv0185	Rv0276
Rv0185	Rv0281
Rv0185	eccA3
Rv0185	eccC3
Rv0185	esxG
Rv0185	eccD3
Rv0185	Rv0293c
Rv0185	tam
Rv0185	Rv0308
Rv0185	Rv0310c
Rv0185	Rv0314c
Rv0185	cyp135A1
Rv0185	Rv0333
Rv0185	Rv0340
Rv0185	Rv0369c
Rv0185	Rv0371c
Rv0185	Rv0373c
Rv0185	Rv0377
Rv0185	Rv0380c
Rv0185	Rv0385
Rv0185	Rv0398c
Rv0185	pta
Rv0185	ackA
Rv0185	mutT3
Rv0185	Rv0420c
Rv0185	Rv0421c
Rv0185	thiC
Rv0185	Rv0434
Rv0185	Rv0435c
Rv0185	rskA
Rv0185	sigK
Rv0185	Rv0448c
Rv0185	echA2
Rv0185	Rv0458
Rv0185	Rv0459
Rv0185	Rv0460
Rv0185	Rv0461
Rv0185	Rv0463
Rv0185	Rv0472c
Rv0185	hbhA
Rv0185	Rv0477
Rv0185	Rv0479c
Rv0185	Rv0480c
Rv0185	Rv0484c
Rv0185	senX3
Rv0185	Rv0497
Rv0185	hemC
Rv0185	Rv0516c
Rv0185	Rv0525
Rv0185	Rv0535
Rv0185	Rv0541c
Rv0185	fadD8
Rv0185	mgtA
Rv0185	grcC1
Rv0185	htpX
Rv0185	Rv0566c
Rv0185	cyp135B1
Rv0185	Rv0575c
Rv0185	Rv0576
Rv0185	Rv0580c
Rv0185	lpqN
Rv0185	mce2C
Rv0185	mce2D
Rv0185	Rv0600c
Rv0185	galK
Rv0185	echA3
Rv0185	nusG
Rv0185	Rv0658c
Rv0185	rpoB
Rv0185	Rv0669c
Rv0185	lpqP
Rv0185	echA4
Rv0185	Rv0686
Rv0185	Rv0695
Rv0185	Rv0697
Rv0185	atsA
Rv0185	Rv0712
Rv0185	Rv0713
Rv0185	Rv0725c
Rv0185	Rv0726c
Rv0185	fucA
Rv0185	Rv0731c
Rv0185	Rv0738
Rv0185	mmsB
Rv0185	Rv0756c
Rv0185	Rv0791c
Rv0185	Rv0825c
Rv0185	kmtR
Rv0185	Rv0830
Rv0185	moaE2
Rv0185	Rv0877
Rv0185	Rv0893c
Rv0185	Rv0909
Rv0185	Rv0958
Rv0185	Rv0965c
Rv0185	accA2
Rv0185	grcC2
Rv0187	mycP3
Rv0187	Rv0358
Rv0187	metZ
Rv0187	pks6
Rv0187	sodC
Rv0187	Rv0449c
Rv0187	Rv0647c
Rv0187	sppA
Rv0187	pdc
Rv0187	fprB
Rv0187	Rv0891c
Rv0187	Rv0894
Rv0187	Rv0945
Rv0187	pgi
Rv0187	Rv0950c
Rv0187	sucC
Rv0187	Rv0955
Rv0187	purH
Rv0187	mprB
Rv0187	Rv0992c
Rv0187	Rv0996
Rv0187	Rv1005c
Rv0188	lipW
Rv0188	lipC
Rv0188	narU
Rv0188	Rv0311
Rv0188	Rv0330c
Rv0188	Rv0356c
Rv0188	Rv0366c
Rv0188	Rv0424c
Rv0188	lpdC
Rv0188	Rv0466
Rv0188	Rv0495c
Rv0188	Rv0517
Rv0188	Rv0546c
Rv0188	menD
Rv0188	Rv0565c
Rv0188	lprL
Rv0188	Rv0633c
Rv0188	Rv0762c
Rv0188	Rv0763c
Rv0188	Rv0765c
Rv0188	Rv0769
Rv0188	Rv0771
Rv0188	Rv0776c
Rv0188	purB
Rv0188	cyp126
Rv0188	Rv0779c
Rv0188	purC
Rv0188	emrB
Rv0188	Rv0785
Rv0188	Rv0786c
Rv0188	cfp29
Rv0188	Rv0801
Rv0188	purF
Rv0188	purM
Rv0188	Rv0813c
